Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge,Customer Status
3318-NMQXL,0,58,0,0,0,3,Offer E,15.6,Month-to-Month,92.0,0
1960-UYCNN,0,35,0,0,0,10,None,26.43,Month-to-Month,-7.0,0
6147-CBCRA,1,34,1,0,5,33,None,4.15,Month-to-Month,20.05,0
4396-KLSEH,0,26,0,0,0,4,Offer E,6.88,Month-to-Month,19.85,0
1585-MQSSU,0,36,0,0,0,17,Offer D,46.6,Month-to-Month,51.5,1
4625-LAMOB,0,36,0,0,0,44,None,1.4,Two Year,20.4,0
7542-CYDDM,0,61,0,0,0,18,None,22.97,Month-to-Month,20.05,0
5961-VUSRV,1,53,0,0,0,12,Offer D,16.72,One Year,19.35,0
1565-RHDJD,1,21,0,0,0,4,None,41.72,Month-to-Month,84.05,1
7729-JTEEC,0,33,1,1,2,2,None,30.87,Month-to-Month,44.5,0
0308-GIQJT,0,80,0,0,0,71,None,6.1,One Year,105.75,0
1088-CNNKB,0,34,1,0,9,63,None,34.02,One Year,80.0,0
2954-PIBKO,1,64,1,0,7,69,None,39.88,Two Year,64.15,0
0650-BWOZN,1,71,0,0,0,18,None,7.51,Two Year,73.55,0
1981-INRFU,1,44,0,0,0,2,None,8.32,Month-to-Month,79.75,1
4201-JMNGR,1,66,0,0,0,1,Offer E,26.22,Month-to-Month,55.8,1
4612-THJBS,1,68,0,0,0,56,None,34.58,One Year,104.75,1
5863-OOKCL,1,60,0,0,0,10,Offer D,41.04,Month-to-Month,18.85,0
5468-BPMMO,0,59,1,0,3,46,None,16.07,Month-to-Month,19.6,0
1642-HMARX,1,45,1,0,10,68,Offer A,15.65,Two Year,91.7,0
0221-WMXNQ,0,66,0,0,0,4,Offer E,36.4,One Year,75.35,0
8755-IWJHN,0,73,1,0,5,69,None,49.91,Two Year,95.35,0
6664-FPDAC,1,77,0,0,0,56,Offer B,19.46,One Year,111.95,1
2068-WWXQZ,0,61,0,0,0,46,Offer B,30.25,Two Year,20.05,0
5701-SVCWR,1,45,0,1,0,1,Offer E,32.95,Month-to-Month,24.0,0
7811-JIVPF,1,44,0,0,0,23,None,42.26,Month-to-Month,49.7,0
8993-IZEUX,0,54,0,0,0,7,None,21.12,Month-to-Month,69.15,0
8276-MQBYC,0,70,0,0,0,51,Offer B,19.49,Month-to-Month,97.8,1
5383-MMTWC,1,75,1,0,1,8,None,46.05,Month-to-Month,84.0,1
7410-OIEDU,0,29,0,0,0,10,None,48.38,Month-to-Month,79.85,0
9350-VLHMB,0,38,1,3,4,67,Offer A,6.15,Month-to-Month,89.55,0
1265-ZFOSD,1,33,1,0,6,64,None,16.61,Two Year,81.3,0
2528-HFYZX,0,66,1,0,2,17,None,1.05,Month-to-Month,76.45,1
4570-QHXHL,1,48,0,0,0,9,None,40.73,Month-to-Month,43.75,0
6719-FGEDO,1,27,1,0,1,72,Offer A,38.79,Two Year,97.0,0
1304-BCCFO,0,24,1,0,2,9,None,14.91,Month-to-Month,70.05,0
3450-WXOAT,0,36,0,0,0,46,Offer B,24.13,Month-to-Month,45.2,0
5939-XAIXZ,1,54,0,0,0,19,Offer D,36.88,Month-to-Month,56.1,0
0607-DAAHE,0,62,0,0,0,53,Offer B,26.21,Two Year,19.75,1
0701-RFGFI,1,56,1,6,6,49,Offer B,8.18,Month-to-Month,95.4,0
6872-HXFNF,1,27,1,0,1,64,Offer B,40.28,One Year,58.35,0
9764-REAFF,1,60,1,0,9,59,Offer B,26.99,Two Year,18.4,0
6828-HMKWP,0,24,1,1,3,12,None,49.7,Two Year,21.05,0
8079-XRJRS,0,39,1,0,5,65,Offer B,49.33,One Year,89.75,1
1043-UXOVO,1,25,0,0,0,71,Offer A,28.4,Two Year,113.15,0
0362-RAOQO,1,48,0,0,0,40,None,26.03,Two Year,19.65,0
6510-UPNKS,1,21,0,0,0,23,None,43.77,One Year,24.8,0
2920-RNCEZ,0,46,1,1,10,1,None,11.45,Month-to-Month,69.95,0
0248-IPDFW,1,19,0,0,0,1,None,29.13,Month-to-Month,50.1,0
3799-ISUZQ,0,49,1,0,9,7,None,35.42,Month-to-Month,69.95,1
9624-EGDEQ,1,49,0,0,0,37,None,41.99,Two Year,19.8,0
3571-DPYUH,0,30,1,3,1,58,Offer B,43.75,One Year,94.7,0
9631-RXVJM,0,33,0,0,0,35,Offer C,4.24,Two Year,19.25,0
7460-ITWWP,1,67,1,0,5,45,None,40.85,One Year,86.1,0
3865-ZYKAD,0,77,1,0,7,69,None,14.76,Month-to-Month,84.9,0
6620-JDYNW,1,64,0,0,0,18,Offer D,10.97,Month-to-Month,60.6,0
1513-XNPPH,1,36,0,0,0,12,Offer D,17.46,Month-to-Month,89.4,1
0123-CRBRT,1,62,1,0,1,61,Offer B,47.19,Two Year,88.1,0
5393-HJZSM,1,54,1,1,1,32,Offer C,32.43,Month-to-Month,76.3,0
3022-BEXHZ,0,19,1,1,6,67,None,40.96,Two Year,111.2,0
2696-NARTR,0,40,0,0,0,11,None,44.94,Month-to-Month,73.85,1
4367-NUYAO,0,39,1,1,5,10,None,22.83,Two Year,25.75,0
4560-WQAQW,1,62,0,0,0,59,Offer B,28.32,One Year,68.7,0
0396-HUJBP,1,34,0,0,0,2,None,49.91,Month-to-Month,19.3,0
2607-DHDAK,0,54,1,2,10,72,None,38.84,Two Year,19.8,0
0315-LVCRK,0,54,0,0,0,11,None,30.57,Month-to-Month,84.8,0
5006-MXVRN,1,23,0,0,0,39,None,29.79,Two Year,-10.0,0
6963-KQYQB,1,24,1,2,4,70,Offer A,4.27,Two Year,24.05,0
8183-ONMXC,1,41,0,0,0,2,None,5.11,Month-to-Month,-1.0,1
2886-KEFUM,1,50,1,0,1,63,None,1.93,One Year,107.5,1
9605-WGJVW,1,69,0,0,0,1,None,22.34,Month-to-Month,70.2,0
7169-YWAMK,0,52,1,1,7,72,None,15.96,Two Year,68.4,0
6322-HRPFA,0,42,1,2,3,49,Offer B,5.29,Month-to-Month,59.6,0
5879-SESNB,1,34,0,0,0,11,Offer D,33.79,Month-to-Month,75.25,0
7931-PXHFC,0,46,0,0,0,38,None,46.21,One Year,62.3,1
4291-YZODP,1,56,0,3,0,7,Offer E,49.66,One Year,20.05,0
1157-BQCUW,0,59,0,0,0,1,Offer E,30.07,Month-to-Month,74.95,1
7908-QCBCA,1,47,1,0,1,1,Offer E,33.46,Month-to-Month,69.4,1
6121-TNHBO,1,71,0,0,0,63,Offer B,15.62,One Year,83.0,0
1268-ASBGA,1,66,1,0,1,16,Offer D,9.93,Month-to-Month,85.35,1
1567-DSCIC,0,59,0,0,0,8,None,23.89,Month-to-Month,94.0,1
8612-GXIDD,0,55,1,3,8,12,Offer D,44.12,Two Year,25.4,0
1429-UYJSV,1,57,0,0,0,12,Offer D,36.65,One Year,19.7,0
2511-MORQY,0,46,1,0,4,50,Offer B,10.33,One Year,54.9,0
7869-ZYDST,0,33,1,0,0,31,None,28.72,Month-to-Month,59.05,0
5310-NOOVA,0,51,0,0,0,46,None,13.42,Two Year,19.95,0
4078-SAYYN,1,45,0,0,0,11,None,48.64,Month-to-Month,100.75,1
6814-ZPWFQ,0,67,0,0,0,51,None,3.11,One Year,25.0,0
9555-SAHUZ,1,30,1,3,5,38,None,46.27,Month-to-Month,54.5,0
6877-TJMBR,0,21,1,0,1,1,Offer E,37.83,Month-to-Month,84.8,1
5546-BYZSM,1,52,0,0,0,41,Offer B,15.48,Month-to-Month,20.45,0
5655-JSMZM,0,66,0,0,0,49,Offer B,32.36,Month-to-Month,96.2,1
7873-CVMAW,0,61,0,0,0,72,None,46.1,Two Year,88.55,0
5149-TGWDZ,1,48,0,0,0,21,None,36.31,One Year,104.55,0
6941-KXRRV,1,65,1,0,10,48,None,34.43,One Year,58.95,0
8399-YNDCH,0,80,0,0,0,21,None,34.62,Month-to-Month,60.05,1
3597-MVHJT,1,49,0,0,0,27,None,35.17,Month-to-Month,95.6,0
2632-UCGVD,0,71,1,0,6,66,None,49.85,Month-to-Month,100.05,1
7599-FKVXZ,0,54,1,0,1,42,None,2.41,Month-to-Month,106.15,1
5628-FCGYG,0,46,0,0,0,21,None,49.05,Month-to-Month,84.1,0
5482-NUPNA,1,28,0,0,0,4,None,18.03,Month-to-Month,60.4,1
1236-WFCDV,0,74,0,0,0,14,None,11.31,Month-to-Month,90.45,1
2236-HILPA,0,55,1,2,9,62,Offer B,11.15,Two Year,20.65,0
1541-ETJZO,0,58,0,0,0,1,Offer E,47.83,Month-to-Month,62.05,1
9231-ZJYAM,1,65,0,0,0,4,None,36.93,Month-to-Month,78.85,1
1254-IZEYF,1,74,0,0,0,31,None,39.36,Month-to-Month,99.95,1
6486-LHTMA,1,67,1,0,1,31,None,44.26,One Year,90.7,0
9121-PHQSR,0,69,1,0,6,16,Offer D,48.41,Two Year,85.05,0
9097-ZUBYC,0,39,1,0,4,14,Offer D,21.34,Month-to-Month,48.8,0
3452-ABWRL,0,70,0,0,0,47,None,44.08,One Year,86.05,0
0961-ZWLVI,0,35,0,3,0,49,None,4.76,One Year,109.2,0
2737-YNGYW,1,29,0,0,0,2,Offer E,33.89,Month-to-Month,80.55,1
1732-FEKLD,1,30,0,0,0,54,Offer B,37.65,One Year,94.75,0
9199-PWQVC,1,38,1,0,1,63,Offer B,49.08,One Year,79.7,0
6729-FZWSY,0,45,0,0,0,67,Offer A,9.05,One Year,19.45,0
6928-ONTRW,1,53,1,1,9,72,None,48.04,Two Year,19.7,0
1207-BLKSA,1,42,1,2,1,52,None,19.21,Two Year,23.05,0
8400-WZICQ,1,49,1,2,9,55,Offer B,36.41,Month-to-Month,55.7,0
6311-UEUME,1,37,0,0,0,29,None,44.33,Month-to-Month,78.9,1
2276-YDAVZ,1,63,0,0,0,3,Offer E,26.52,Month-to-Month,75.1,1
2817-LVCPP,1,36,0,0,0,50,None,12.62,Two Year,19.4,0
4957-TREIR,0,37,0,0,0,3,None,38.05,Month-to-Month,64.4,0
5781-BKHOP,1,48,1,0,10,72,Offer A,41.68,Two Year,100.65,0
9526-JAWYF,0,49,0,0,0,26,Offer C,6.24,Month-to-Month,89.8,1
0734-OXWBT,0,44,0,1,0,3,Offer E,25.04,Month-to-Month,70.7,0
3530-VWVGU,1,27,1,2,2,22,Offer D,49.51,Month-to-Month,19.9,0
7677-SJJJK,0,26,1,0,5,8,Offer E,48.39,One Year,19.9,0
8999-BOHSE,1,68,0,0,0,11,None,3.96,Month-to-Month,89.7,1
5716-LIBJC,1,29,0,2,0,13,Offer D,11.99,One Year,104.15,0
7026-YMSBE,0,62,0,0,0,30,None,24.57,One Year,19.7,0
4767-HZZHQ,0,32,1,3,5,30,Offer C,6.19,Month-to-Month,82.05,0
9065-ZCPQX,0,24,1,0,2,72,Offer A,39.61,Two Year,78.85,0
7083-YNSKY,1,22,0,0,0,15,Offer D,45.84,Month-to-Month,25.4,1
7966-YOTQW,0,29,0,0,0,10,None,33.98,Month-to-Month,54.5,0
0787-LHDYT,0,36,0,0,0,16,Offer D,33.44,Month-to-Month,20.6,0
1853-UDXBW,0,38,1,0,1,1,None,38.8,Month-to-Month,70.0,1
5288-AHOUP,0,71,0,0,0,11,None,41.58,Two Year,78.5,0
7563-BIUPC,0,30,0,0,0,5,Offer E,5.78,Month-to-Month,80.6,1
0829-XXPLX,1,48,0,0,0,20,None,30.52,Month-to-Month,89.4,0
0022-TCJCI,0,79,0,0,0,45,None,10.67,One Year,62.7,1
2616-FLVQC,0,42,0,0,0,64,None,38.96,Two Year,19.55,0
9208-OLGAQ,1,70,0,0,0,18,None,25.7,Two Year,84.95,0
7964-VEXDG,0,61,0,2,0,21,Offer D,13.39,Month-to-Month,80.35,0
4353-HYOJD,1,37,1,5,5,27,Offer C,19.32,Month-to-Month,49.85,0
4389-UEFCZ,1,25,1,0,0,72,None,21.96,Two Year,105.5,0
2788-CJQAQ,0,39,0,0,0,13,Offer D,22.31,One Year,19.45,0
5198-EFNBM,0,66,1,0,10,57,None,46.62,One Year,90.65,0
5857-XRECV,1,44,0,3,0,2,None,31.01,One Year,20.5,0
5306-BVTKJ,0,20,1,1,1,48,Offer B,38.3,One Year,55.8,0
8999-EXMNO,1,48,1,3,1,19,Offer D,31.85,Two Year,20.15,0
4973-RLZVI,1,52,0,0,0,30,None,4.22,One Year,74.65,0
2081-VEYEH,0,42,0,0,0,3,Offer E,12.66,Month-to-Month,107.95,0
8740-CRYFY,0,62,0,0,0,1,Offer E,23.96,Month-to-Month,78.95,1
6734-FQAJX,0,65,0,0,0,67,None,34.23,Two Year,105.05,0
8816-VXNZD,1,36,0,0,0,1,None,5.94,Month-to-Month,75.1,1
0015-UOCOJ,1,68,0,0,0,7,Offer E,10.53,Two Year,48.2,0
7408-OFWXJ,1,23,1,0,3,72,None,44.92,Two Year,89.8,0
5203-XEHAX,1,55,0,0,0,34,None,45.56,One Year,64.35,0
8592-PLTMQ,1,53,0,0,0,64,Offer B,4.03,One Year,24.7,0
9210-IAHGH,1,57,0,0,0,7,Offer E,23.35,Month-to-Month,70.75,1
4227-OJHAL,1,47,1,2,8,68,None,20.15,One Year,73.0,0
3675-YDUPJ,0,29,0,0,0,10,Offer D,1.98,Month-to-Month,19.85,0
1915-IOFGU,1,53,0,0,0,1,None,41.39,Month-to-Month,70.5,1
3407-JMJQQ,1,22,1,1,2,71,None,1.84,Two Year,109.0,0
7921-BEPCI,1,40,0,0,0,72,None,12.63,Two Year,59.75,0
0224-HJAPT,0,25,0,0,0,5,None,22.01,Month-to-Month,47.15,1
5044-XDPYX,1,59,1,0,7,51,None,20.47,Two Year,25.5,0
8885-QSQBX,1,45,0,0,0,1,None,10.83,Month-to-Month,49.55,0
8931-GJJIQ,1,46,0,0,0,9,None,29.7,Month-to-Month,83.3,1
1557-EMYVT,1,25,0,0,0,43,Offer B,24.85,Two Year,115.05,0
9362-MWODR,1,63,0,1,0,40,None,20.13,Month-to-Month,64.1,0
8780-IXSTS,1,53,0,0,0,6,None,1.15,Month-to-Month,90.1,1
0310-MVLET,1,63,1,0,1,61,None,49.33,Month-to-Month,99.15,1
5049-GLYVG,0,56,0,0,0,1,Offer E,47.26,Month-to-Month,20.6,1
4311-QTTAI,1,63,0,0,0,16,None,40.95,One Year,19.35,0
1996-DBMUS,1,72,1,0,10,48,None,12.6,One Year,70.65,0
5529-GIBVH,1,57,0,0,0,47,None,3.49,Two Year,20.15,0
6894-LFHLY,0,79,0,0,0,1,None,8.35,Month-to-Month,75.75,1
3646-ITDGM,1,42,0,0,0,56,Offer B,32.88,Two Year,19.7,0
2931-XIQBR,1,41,1,3,7,50,None,47.48,One Year,103.05,0
0945-TSONX,1,22,1,0,6,47,Offer B,29.15,Two Year,85.3,0
4086-ATNFV,1,34,1,1,7,34,Offer C,49.58,One Year,60.8,0
7973-DZRKH,1,20,0,1,0,66,Offer A,27.09,Two Year,90.95,0
9089-UOWJG,1,51,1,3,2,12,None,7.97,Month-to-Month,58.35,0
0618-XWMSS,0,60,0,0,0,28,Offer C,44.28,Month-to-Month,74.9,1
3387-PLKUI,1,27,1,1,6,13,Offer D,16.74,Month-to-Month,18.8,0
1895-QTKDO,1,38,0,0,0,1,None,45.59,Month-to-Month,43.95,0
1226-IENZN,0,68,0,0,0,16,Offer D,39.52,Month-to-Month,78.75,0
5136-GFPMB,0,44,0,0,0,54,Offer B,35.32,Month-to-Month,89.4,0
0129-QMPDR,0,64,1,0,1,44,None,27.4,One Year,20.5,0
0513-RBGPE,0,57,1,0,6,37,None,4.5,Two Year,62.8,0
6910-HADCM,1,63,0,0,0,1,None,7.26,Month-to-Month,76.35,1
2070-FNEXE,1,77,0,2,0,7,Offer E,26.95,Month-to-Month,76.45,1
1393-IMKZG,1,50,0,0,0,1,None,2.7,Month-to-Month,95.85,0
7853-WNZSY,0,58,0,0,0,1,Offer E,1.61,Month-to-Month,19.75,0
5605-IYGFG,1,61,0,0,0,7,None,27.46,Month-to-Month,69.85,0
1015-OWJKI,0,46,0,0,0,1,None,5.02,Month-to-Month,19.05,0
2272-JKMSI,1,42,1,3,5,62,Offer B,13.25,One Year,110.8,0
8652-YHIYU,1,30,0,3,0,16,Offer D,27.23,One Year,79.5,0
8017-LXHFA,1,77,0,0,0,23,Offer D,31.17,Month-to-Month,94.75,1
3258-ZKPAI,0,26,1,1,7,72,None,21.29,Two Year,116.6,0
8189-HBVRW,1,50,0,0,0,53,None,2.51,Month-to-Month,90.8,0
9804-ICWBG,0,56,0,0,0,1,None,45.5,Month-to-Month,69.9,1
2039-JONDJ,0,50,0,0,0,27,None,20.29,One Year,55.45,0
8837-VVWLQ,1,35,0,0,0,8,None,32.31,Month-to-Month,84.95,1
8777-PVYGU,1,36,1,0,0,52,Offer B,4.22,One Year,64.3,0
5067-XJQFU,0,77,1,0,3,66,None,21.79,One Year,108.45,0
2890-WFBHU,1,26,0,0,0,59,Offer B,1.94,One Year,79.85,0
0191-ZHSKZ,0,80,0,0,0,30,None,38.61,One Year,74.75,0
1166-PQLGG,1,58,1,1,6,72,None,17.33,Two Year,19.55,0
1492-KGETH,0,25,1,1,2,70,Offer A,35.9,One Year,78.35,0
7587-AOVVU,0,39,1,1,0,27,None,14.07,Month-to-Month,100.75,0
7609-NRNCA,1,21,0,0,0,17,None,42.42,One Year,19.55,0
1402-PTHGN,1,22,1,2,7,18,Offer D,40.36,One Year,61.5,0
0068-FIGTF,1,20,0,0,0,27,Offer C,48.91,One Year,78.2,0
0431-APWVY,1,37,1,0,1,28,None,18.31,One Year,90.1,1
5294-IMHHT,0,44,1,0,6,53,None,32.94,One Year,97.75,0
1338-CECEE,0,28,1,0,4,41,None,13.58,One Year,68.5,0
2027-DNKIV,0,28,1,3,1,37,None,35.67,One Year,58.75,0
1580-BMCMR,0,66,0,0,0,19,None,29.8,Month-to-Month,87.3,0
6156-UZDLF,1,19,0,0,0,26,Offer C,45.09,One Year,87.15,0
6997-UVGOX,0,35,1,3,9,71,Offer A,22.83,Two Year,85.45,0
4489-SNOJF,1,28,1,2,1,35,None,25.27,Month-to-Month,72.25,1
2080-GKCWQ,0,54,0,0,0,2,None,3.76,Month-to-Month,74.95,0
5382-SOYZL,0,39,0,0,0,22,None,11.15,Month-to-Month,95.1,0
0810-DHDBD,1,31,0,0,0,52,None,21.38,One Year,74.0,0
3071-MVJCD,0,40,1,0,10,72,Offer A,48.44,Two Year,82.3,0
2568-BRGYX,0,43,0,0,0,4,None,13.02,Month-to-Month,70.2,1
8966-OIQHG,1,49,1,2,8,22,None,45.35,One Year,20.75,0
9432-VOFYX,0,26,0,0,0,17,Offer D,35.88,Month-to-Month,70.8,0
9397-TZSHA,1,24,0,0,0,69,Offer A,36.5,Two Year,24.6,0
2250-IVBWA,0,47,1,2,4,64,None,49.49,Month-to-Month,81.05,0
9194-GFVOI,1,25,1,0,4,42,None,9.84,Two Year,84.35,0
0835-JKADZ,1,29,0,0,0,71,None,41.92,Two Year,111.25,0
5663-QBGIS,0,65,1,0,0,72,None,44.61,Two Year,98.35,0
7521-YXVZY,0,38,0,3,0,3,Offer E,5.15,Month-to-Month,19.95,0
7982-VCELR,1,20,0,0,0,36,None,19.64,Month-to-Month,94.8,0
5119-KEPFY,0,50,1,0,3,36,None,5.99,Month-to-Month,95.0,0
7706-YLMQA,1,30,0,0,0,70,None,10.0,One Year,19.7,0
3733-LSYCE,1,22,1,0,6,15,None,30.09,Month-to-Month,75.35,0
1839-FBNFR,1,35,1,1,3,39,None,32.57,Two Year,19.85,0
3108-PCCGG,0,75,1,0,3,72,Offer A,16.72,Two Year,84.45,0
5734-EJKXG,1,25,0,0,0,61,Offer B,38.78,One Year,118.6,0
0480-BIXDE,1,58,1,0,9,19,Offer D,10.68,Month-to-Month,96.8,0
0454-OKRCT,0,32,0,0,0,33,Offer C,34.85,Two Year,80.6,0
1839-UMACK,0,20,0,0,0,42,None,27.64,One Year,25.05,0
7622-FWGEW,0,71,1,0,8,56,None,31.68,Two Year,85.65,0
1591-XWLGB,1,44,1,0,10,71,None,18.41,Two Year,19.85,0
9637-EIHEQ,1,20,0,0,0,1,None,22.82,Month-to-Month,50.8,1
0196-VULGZ,1,78,1,0,1,6,None,28.71,Month-to-Month,84.35,1
9351-LZYGF,1,56,1,0,4,42,None,36.35,Month-to-Month,66.4,0
5084-OOVCJ,1,25,1,3,1,17,None,20.23,Month-to-Month,55.35,0
1703-MGIAB,1,53,0,0,0,17,None,5.49,Month-to-Month,69.0,0
6603-QWSPR,1,20,0,0,0,46,Offer B,5.86,Two Year,104.4,0
3640-PHQXK,1,54,0,0,0,31,None,6.33,Month-to-Month,89.9,1
6818-WOBHJ,1,70,1,0,1,68,Offer A,24.13,Month-to-Month,89.6,1
2171-UDMFD,0,22,1,3,5,32,Offer C,35.05,Month-to-Month,19.45,0
5216-WASFJ,1,68,1,0,4,31,Offer C,5.3,Two Year,84.85,0
2088-IEBAU,1,63,0,0,0,68,None,21.82,Two Year,88.15,0
7401-RUBNK,1,25,1,0,1,18,Offer D,43.29,Month-to-Month,74.8,0
9732-EQMWY,1,20,1,0,1,49,None,12.39,Month-to-Month,99.4,0
6635-MYYYZ,1,59,0,0,0,30,None,43.01,One Year,85.35,1
2207-NHRJK,0,58,0,0,0,1,Offer E,1.28,Month-to-Month,50.8,1
9530-GRMJG,0,63,1,3,4,70,None,38.83,Two Year,84.1,0
9746-UGFAC,1,50,0,0,0,22,Offer D,10.25,One Year,20.85,0
8701-DGLVH,0,36,0,0,0,51,None,47.43,Two Year,20.45,0
3594-IVHJZ,1,31,0,0,0,2,None,47.19,Month-to-Month,20.45,0
8229-TNIQA,1,36,0,0,0,4,Offer E,39.9,Month-to-Month,45.3,1
2054-PJOCK,1,32,0,0,0,60,None,16.11,One Year,80.55,0
5108-ADXWO,0,30,0,0,0,11,None,38.88,Month-to-Month,73.5,1
8763-KIAFH,1,37,1,0,10,27,None,20.96,One Year,20.55,0
0607-MVMGC,0,33,1,0,3,45,None,39.82,One Year,78.75,0
2452-MRMZF,1,70,1,0,9,72,None,8.48,Two Year,25.7,0
3847-BAERP,1,27,0,0,0,10,None,12.39,Month-to-Month,20.9,0
5370-IIVVL,0,26,0,0,0,37,Offer C,38.72,One Year,104.5,0
2402-TAIRZ,1,48,0,0,0,37,None,9.61,One Year,80.05,0
8166-ORCHU,0,73,1,0,10,33,None,44.54,One Year,93.55,0
0635-WKOLD,0,33,1,0,0,40,Offer B,23.74,One Year,70.75,0
8006-PYCSW,1,60,0,0,0,2,None,35.5,Month-to-Month,20.1,0
0577-WHMEV,1,19,1,0,2,16,Offer D,27.83,Month-to-Month,90.7,0
3486-NPGST,1,47,0,0,0,36,None,41.33,One Year,19.55,0
1131-ALZWV,1,58,0,0,0,24,Offer C,42.66,One Year,24.6,0
7547-EKNFS,0,37,1,0,1,42,Offer B,18.26,Month-to-Month,95.25,1
5446-DKWYW,1,74,1,1,9,61,Offer B,39.31,One Year,65.2,0
4361-FEBGN,0,41,0,0,0,48,None,33.68,Two Year,20.15,0
3249-ZPQRG,0,28,0,0,0,4,Offer E,42.06,Month-to-Month,78.45,1
5949-EBSQK,0,44,1,1,4,4,None,27.24,Month-to-Month,61.45,1
3850-OKINF,0,42,1,3,0,71,Offer A,37.03,One Year,66.2,0
2074-GKOWZ,0,49,1,0,1,2,Offer E,8.86,Month-to-Month,89.55,1
1163-VIPRI,1,22,1,2,4,65,Offer B,13.25,Two Year,109.3,0
9308-ANMVE,0,52,0,2,0,47,Offer B,25.25,Month-to-Month,55.3,0
5909-ECHUI,1,49,0,0,0,1,None,26.14,Month-to-Month,56.25,1
4685-ERGHK,0,45,0,0,0,57,Offer B,36.08,One Year,86.9,0
0864-FVJNJ,1,63,1,1,1,64,Offer B,6.83,One Year,113.35,0
1767-TGTKO,1,30,1,2,0,8,Offer E,5.09,Month-to-Month,45.45,0
9374-YOLBJ,1,29,1,5,9,1,Offer E,25.1,Month-to-Month,19.25,0
7162-WPHPM,0,44,1,3,1,58,None,40.57,Two Year,71.6,0
8314-HTWVE,1,38,1,1,2,7,Offer E,35.26,Two Year,19.85,0
0537-QYZZN,0,66,1,2,6,24,Offer C,4.06,Two Year,79.85,0
1453-RZFON,1,39,0,3,0,1,Offer E,9.0,Month-to-Month,49.9,0
0218-QNVAS,0,22,1,1,1,71,Offer A,28.34,One Year,100.55,0
6440-DKQGE,0,52,0,0,0,30,Offer C,27.88,One Year,64.5,0
3981-QSVQI,0,28,0,0,0,8,Offer E,22.15,Month-to-Month,19.7,0
9863-JZAIC,0,60,0,0,0,35,None,48.93,Month-to-Month,55.0,1
1670-SVOWZ,1,57,1,0,1,14,Offer D,7.62,Month-to-Month,89.65,1
4672-FOTSD,0,54,0,0,0,12,Offer D,45.8,Month-to-Month,67.25,0
2675-IJRGJ,0,62,0,0,0,53,None,23.17,Two Year,19.65,0
8984-HPEMB,1,58,0,0,0,71,Offer A,17.9,Two Year,118.65,0
9317-WZPGV,1,74,0,0,0,2,Offer E,39.63,Month-to-Month,79.75,1
1635-NZATJ,0,80,1,0,3,71,Offer A,37.25,Two Year,25.45,0
9786-IJYDL,1,49,0,0,0,35,None,30.5,Two Year,113.2,0
0285-INHLN,0,54,1,6,5,27,None,36.19,Month-to-Month,54.75,0
9114-DPSIA,0,22,1,3,8,72,None,2.73,Two Year,81.0,0
0533-UCAAU,0,72,1,0,2,57,None,48.16,One Year,71.1,0
5568-DMXZS,1,36,0,0,0,8,Offer E,37.37,Month-to-Month,65.45,0
8645-KOMJQ,0,20,1,2,1,69,Offer A,49.16,Two Year,81.95,0
4043-MKDTV,0,54,1,0,10,71,Offer A,37.69,Two Year,105.25,0
0324-BRPCJ,1,74,1,0,1,68,None,21.33,Month-to-Month,100.2,1
8883-GRDWQ,0,68,0,0,0,20,None,22.31,One Year,54.0,0
5442-BHQNG,1,32,0,0,0,2,None,44.77,Month-to-Month,70.35,0
0946-CLJTI,0,67,1,0,1,58,Offer B,3.18,Month-to-Month,98.7,1
0942-KOWSM,1,24,1,0,4,30,Offer C,15.94,Two Year,80.8,0
3120-FAZKD,0,19,1,2,7,54,Offer B,41.58,Two Year,24.05,0
4778-IZARL,0,46,1,0,8,63,None,3.18,Two Year,110.1,0
1471-GIQKQ,1,37,0,0,0,1,None,44.98,Month-to-Month,49.95,0
2865-TCHJW,1,74,0,0,0,4,None,48.35,Month-to-Month,89.2,1
9620-ENEJV,1,52,0,0,0,6,Offer E,30.54,Month-to-Month,70.55,0
0266-GMEAO,0,43,1,1,1,72,None,15.94,Two Year,114.3,0
4983-CLMLV,1,30,1,0,0,52,None,44.34,Month-to-Month,102.7,0
0023-XUOPT,1,26,1,0,1,13,None,43.56,Month-to-Month,94.1,1
2931-VUVJN,1,71,1,0,0,59,None,19.14,One Year,94.05,0
6108-OQZDQ,1,21,1,0,4,4,Offer E,9.98,Month-to-Month,97.95,1
9253-QXKBE,0,73,1,0,1,29,None,6.25,Month-to-Month,94.45,1
7321-KKSDU,0,38,0,2,0,32,None,16.94,Two Year,20.5,0
9586-JGQKH,1,61,1,0,8,64,Offer B,49.26,Two Year,105.4,0
4644-PIZRT,0,36,1,3,5,17,None,33.24,One Year,70.35,0
5832-EXGTT,0,28,1,3,9,29,None,1.41,Month-to-Month,60.2,0
5236-PERKL,1,38,0,0,0,57,None,48.86,Two Year,112.95,1
4741-WWJQZ,1,49,1,0,0,2,Offer E,26.58,Month-to-Month,80.15,0
7903-CMPEY,0,78,1,0,1,1,None,17.51,Month-to-Month,80.3,1
1658-TJVOA,1,65,0,0,0,6,None,12.67,Two Year,74.1,0
4500-HKANN,0,33,1,0,6,23,None,13.79,Two Year,59.7,0
